1,'12-JAN-2000','False','False',20,20
2,'15-JAN-2000','True','False',35,10
3,'8-JAN-2000','True','False',13,13
4,'24-JAN-2000','False','True',16,16
5,'22-JAN-2000','True','False',7,7
6,'28-JAN-2000','True','True',14,14
7,'1-JAN-2000','True','False',14,14
8,'9-JAN-2000','False','False',18,18
9,'21-SEP-2000','False','False',22,1
10,'18-JAN-2000','False','False',2,2
11,'18-JAN-2000','False','False',13,13
12,'6-JAN-2000','False','True',9,9
13,'1-MAY-2000','False','False',1,1
14,'9-JAN-2000','False','True',18,18
15,'27-JAN-2000','False','True',18,18
16,'16-JAN-2000','False','False',25,2
17,'5-JAN-2000','False','True',8,8
18,'5-JAN-2000','False','False',8,8
19,'9-JAN-2000','False','False',28,4
20,'27-JAN-2000','False','False',9,9
21,'12-JAN-2000','False','False',11,11
22,'27-JAN-2000','False','True',13,13
23,'25-JAN-2000','False','False',4,4
24,'25-JAN-2000','False','False',7,7
25,'9-JAN-2000','False','True',19,19
26,'12-JAN-2000','False','False',36,10
27,'3-JAN-2000','False','True',9,9
28,'21-JAN-2000','True','False',18,18
29,'3-JAN-2000','False','True',16,16
30,'21-JAN-2000','True','False',13,13
31,'1-JAN-2000','True','False',13,13
32,'26-JAN-2000','False','True',8,8
33,'11-JAN-2000','False','False',20,20
34,'15-JAN-2000','True','False',32,6
35,'5-JAN-2000','False','True',17,17
36,'3-JAN-2000','False','False',28,4
37,'16-JAN-2000','False','True',14,14
38,'29-JAN-2000','True','False',47,17
39,'1-FEB-2000','False','False',1,1
40,'11-JAN-2000','False','True',3,3
41,'2-NOV-2000','False','False',1,1
42,'11-JAN-2000','False','True',18,18
43,'7-JAN-2000','True','False',11,11
44,'15-JAN-2000','True','False',31,6
45,'25-JAN-2000','False','True',15,15
46,'21-JAN-2000','True','False',14,14
47,'9-JAN-2000','False','False',16,16
48,'27-JAN-2000','False','True',9,9
49,'2-JAN-2000','False','False',29,6
50,'21-MAR-2000','False','False',21,1
51,'3-JAN-2000','False','True',13,13
52,'23-JAN-2000','False','True',36,10
53,'14-JAN-2000','True','False',14,14
54,'23-JAN-2000','False','True',17,17
55,'11-JAN-2000','False','True',15,15
56,'3-JAN-2000','False','True',15,15
57,'19-JAN-2000','False','False',14,14
58,'8-JAN-2000','True','False',17,17
59,'19-JAN-2000','False','False',8,8
60,'18-JAN-2000','False','False',48,17
61,'11-JAN-2000','False','False',15,15
62,'3-JAN-2000','False','True',24,2
63,'10-JAN-2000','False','True',4,4
64,'13-JAN-2000','False','False',29,6
65,'8-SEP-2000','True','True',1,1
66,'18-JAN-2000','False','True',8,8
67,'12-JAN-2000','False','False',14,14
68,'18-JAN-2000','False','True',37,11
69,'18-JAN-2000','False','True',14,14
70,'16-JAN-2000','False','False',18,18
71,'6-JAN-2000','False','False',16,16
72,'12-JAN-2000','False','False',50,19
73,'25-JAN-2000','False','True',46,17
74,'16-JAN-2000','False','True',14,14
75,'29-JAN-2000','True','False',27,4
76,'19-JAN-2000','False','False',5,5
77,'1-JAN-2000','True','False',20,20
78,'5-JAN-2000','False','False',25,2
79,'7-JAN-2000','True','False',13,13
80,'28-JAN-2000','True','True',17,17
81,'26-JAN-2000','False','False',23,2
82,'20-JAN-2000','False','False',5,5
83,'5-JAN-2000','False','False',20,20
84,'28-JAN-2000','True','False',9,9
85,'25-JAN-2000','False','True',5,5
86,'4-JAN-2000','False','True',16,16
87,'11-JAN-2000','False','False',25,2
88,'22-JAN-2000','True','False',20,20
89,'6-JAN-2000','False','False',25,2
90,'23-JAN-2000','False','False',36,10
91,'2-JAN-2000','False','True',9,9
92,'24-JAN-2000','False','False',18,18
93,'25-JAN-2000','False','True',20,20
94,'8-JAN-2000','True','False',43,12
95,'18-JAN-2000','False','False',15,15
96,'21-JAN-2000','True','False',14,14
97,'4-JAN-2000','False','True',5,5
98,'13-JAN-2000','False','True',35,10
99,'24-JAN-2000','False','False',9,9
100,'4-JAN-2000','False','True',3,3
101,'10-JAN-2000','False','False',24,2
102,'29-JAN-2000','True','False',20,20
103,'13-JAN-2000','False','True',26,4
104,'25-JAN-2000','False','False',14,14
105,'2-JAN-2000','False','False',20,20
106,'11-JAN-2000','False','False',41,12
107,'2-JAN-2000','False','True',20,20
108,'2-JAN-2000','False','False',45,12
109,'15-JAN-2000','True','False',48,17
110,'2-JAN-2000','False','False',16,16
111,'3-JAN-2000','False','False',15,15
112,'23-JAN-2000','False','False',18,18
113,'8-JAN-2000','True','True',34,6
114,'16-JAN-2000','False','False',9,9
115,'7-JAN-2000','True','False',8,8
116,'3-JAN-2000','False','False',46,17
117,'25-JAN-2000','False','True',14,14
118,'9-JAN-2000','False','False',18,18
119,'14-JAN-2000','True','True',25,2
120,'27-APR-2000','False','False',22,1
121,'13-JAN-2000','False','False',3,3
122,'4-JAN-2000','False','False',38,11
123,'18-JAN-2000','False','True',49,19
124,'17-JAN-2000','False','True',13,13
125,'21-JAN-2000','True','True',48,17
126,'6-JAN-2000','False','False',15,15
127,'14-JAN-2000','True','False',37,11
128,'19-JAN-2000','False','False',32,6
129,'13-JAN-2000','False','True',49,19
130,'29-JAN-2000','True','False',17,17
131,'22-JAN-2000','True','True',5,5
132,'25-JAN-2000','False','False',7,7
133,'19-JAN-2000','False','False',9,9
134,'10-JAN-2000','False','True',50,19
135,'20-JAN-2000','False','False',29,6
136,'10-JAN-2000','False','False',18,18
137,'11-JAN-2000','False','True',3,3
138,'28-JAN-2000','True','False',36,10
139,'12-AUG-2000','True','False',21,1
140,'22-JAN-2000','True','True',18,18
141,'12-JAN-2000','False','True',8,8
142,'14-JAN-2000','True','True',18,18
143,'10-JAN-2000','False','False',2,2
144,'10-JAN-2000','False','True',9,9
145,'18-JAN-2000','False','False',3,3
146,'29-JAN-2000','True','False',19,19
147,'6-OCT-2000','True','False',1,1
148,'4-JAN-2000','False','False',46,17
149,'20-JAN-2000','False','True',18,18
150,'20-JAN-2000','False','False',15,15
151,'4-JAN-2000','False','True',35,10
152,'16-JAN-2000','False','True',9,9
153,'2-JAN-2000','False','False',18,18
154,'8-JAN-2000','True','True',46,17
155,'4-JAN-2000','False','False',9,9
156,'6-JAN-2000','False','False',46,17
157,'10-JAN-2000','False','True',15,15
158,'8-JAN-2000','True','False',28,4
159,'16-JAN-2000','False','False',14,14
160,'17-JAN-2000','False','False',18,18
161,'10-JAN-2000','False','False',14,14
162,'10-MAR-2000','True','False',1,1
163,'9-SEP-2000','True','True',21,1
164,'8-JAN-2000','True','False',37,11
165,'23-MAR-2000','False','False',22,1
166,'5-JAN-2000','False','False',18,18
167,'10-JAN-2000','False','False',18,18
168,'4-JAN-2000','False','False',13,13
169,'18-JAN-2000','False','True',18,18
170,'27-JAN-2000','False','True',49,19
171,'19-JAN-2000','False','False',38,11
172,'8-JAN-2000','True','True',35,10
173,'5-JAN-2000','False','False',23,2
174,'17-JAN-2000','False','False',8,8
175,'27-JAN-2000','False','True',36,10
176,'3-JAN-2000','False','False',15,15
177,'3-JAN-2000','False','True',9,9
178,'13-JAN-2000','False','False',8,8
179,'10-JAN-2000','False','False',15,15
180,'25-JAN-2000','False','False',45,12
181,'3-JAN-2000','False','False',31,6
182,'2-JAN-2000','False','False',17,17
183,'15-JAN-2000','True','False',16,16
184,'28-JAN-2000','True','False',16,16
185,'14-JAN-2000','True','False',10,10
186,'24-JAN-2000','False','False',14,14
187,'16-JAN-2000','False','False',35,10
188,'27-JAN-2000','False','False',35,10
189,'23-JAN-2000','False','False',42,12
190,'13-JAN-2000','False','False',14,14
191,'3-JAN-2000','False','False',33,6
192,'20-JAN-2000','False','True',30,6
193,'26-JAN-2000','False','True',9,9
194,'14-JAN-2000','True','True',16,16
195,'13-JAN-2000','False','False',18,18
196,'3-JAN-2000','False','False',9,9
197,'21-JAN-2000','True','False',38,11
198,'4-JAN-2000','False','False',8,8
199,'23-JAN-2000','False','True',14,14
200,'11-JAN-2000','False','False',6,6
201,'27-JAN-2000','False','True',49,19
202,'5-JAN-2000','False','True',15,15
203,'26-JAN-2000','False','True',24,2
